,dP,dA,fA,nAA,nPP,nAP,nPA,DA,DAP,DP,nAM_AP,nPM_AP,nAA_AP,nAP_AP,nPA_AP,nPP_AP,XAP,XA,XP,y
0,2.77,2.88,0.8,6.2,9.8,0.5,0.53,0,18,0,7.576588700073907,11.682604023036456,7.011171632904213,0.5654170671696945,0.5993978830793149,11.083206139957142,0.7925352459620295,0.10369066283889701,0.10377409119907363,0.5145863580744544
